OID_,AddNum_Pre,Add_Number,AddNum_Suf,AddNo_Full,St_PreMod,St_PreDir,St_PreTyp,St_PreSep,St_Name,St_PosTyp,St_PosDir,St_PosMod,StNam_Full,Building,Floor,Unit,Room,Seat,Addtl_Loc,SubAddress,LandmkName,County,Inc_Muni,Post_City,Census_Plc,Uninc_Comm,Nbrhd_Comm,NatAmArea,NatAmSub,Urbnztn_PR,PlaceOther,PlaceNmTyp,State,Zip_Code,Plus_4,UUID,AddAuth,AddrRefSys,Longitude,Latitude,NatGrid,Elevation,Placement,AddrPoint,Related_ID,RelateType,ParcelSrc,Parcel_ID,AddrClass,Lifecycle,Effective,Expire,DateUpdate,AnomStatus,LocatnDesc,Addr_Type,DeliverTyp,NAD_Source,DataSet_ID
86308218,,39,,39,,,,,WEAVER RUN,Road,,,WEAVER RUN Road,,,,,,,,,Washington,AMWELL TOWNSHIP,WASHINGTON,,,,,,,,,PA,15301,,{DE57D308-AE7D-4170-BB07-63C19E7A8B15},co.washington.pa.us,,-80.203197913250946,40.088423329128567,17TNE6792737875,1207,Unknown,-80.20319791325095 40.08842332912857 1207.36999511,,,,,Numbered Thoroughfare Address,,,,10/30/2009 0:00:00,,,Unknown,,Washington County Pennsylvania,SSAP_co.washington.pa.us_094169
31069467,,4014,,4014,,,,,COPPERFIELD,Drive,,,COPPERFIELD Drive,,,69,,,,69,,Craven,NEW BERN,NEW BERN,,,,,,,,,NC,28562,,{77535AA9-907B-4B79-9702-082EEC0832B4},,,-77.118454211796532,35.096691594766554,18SUD0690085818,0,Unknown,-77.11845421179653 35.096691594766554 0,,,,,Numbered Thoroughfare Address,,3/13/2024 0:00:00,,2/5/2021 0:00:00,,,Unknown,,State of North Carolina,ssap54440@﻿nwbrncpd1.craven.nc.us
56700683,,305,,305,,,,,RAY HILL,Road,,,RAY HILL Road,,,,,,,,,Windham,Unincorporated,WILMINGTON,,,,,,,,,VT,05363,,{A4891728-A770-4267-B418-ADDF0F6D5C28},Vermont Enhanced 911 Board,,-72.880789957818877,42.887605460760014,18TXN7305050512,,Unknown,-72.88078995781888 42.887605460760014,293589,Site ID,,00602038.000,Numbered Thoroughfare Address,,,,1/27/2023 21:56:39,,,SINGLE FAMILY DWELLING,,Vermont Enhanced 911 Board,{A4891728-A770-4267-B418-ADDF0F6D5C28}
83379696,,350,,350,,,,,Saint Peter,Street,,,Saint Peter Street,,,1108,,,,1108,,Ramsey,Unincorporated,Not stated,,,,,,,,,MN,55102,1518,{45A4A348-2CF7-4D83-840F-9346AB3ECBE1},City of Saint Paul,,-93.095015077792880,44.944978182561876,15TVK9250476842,,Unknown,-93.09501507779288 44.944978182561876,,,,27123-062822120134,Numbered Thoroughfare Address,Active,,,10/14/2022 0:00:00,,,Residential,,Geospatial Information Office Minnesota,45A4A348-2CF7-4D83-840F-9346AB3ECBE1
9073266,,312,,312,,,,,VAN BUREN,,,,VAN BUREN,,,,,,,,,Boone,BELVIDERE,BELVIDERE,,,,,,,,,IL,61008,,{8B8D8E57-F9D2-4D1F-B1A3-88CD14316C03},@boonecountysheriff.com,,-88.844738272891988,42.262004306174468,16TCM4784880514,,Unknown,-88.84473827289199 42.26200430617447,,,,,Numbered Thoroughfare Address,,,,12/21/2023 9:42:14,,,Unknown,,State of Illinois,{8b8d8e57-f9d2-4d1f-b1a3-88cd14316c03}
75690569,,9821,,9821,,,,,RAVENSWAY,Drive,,,RAVENSWAY Drive,,,,,,,,,Tarrant,Unincorporated,BENBROOK,,,,,,,,,TX,,,{A5EF6613-44DC-4D1E-9841-05785512D5AD},TC911,,-97.480215366999971,32.671334543000057,14SPB4250315872,,Unknown,-97.48021536699997 32.67133454300006,,,,,Numbered Thoroughfare Address,,,,1/29/2024 0:00:00,,,Unknown,,State of Texas,{a5ef6613-44dc-4d1e-9841-05785512d5ad}
22026147,,103,,103,,,,,POPLAR,Street,,,POPLAR Street,,,1,,,,1,,Middlesex,WATERTOWN,Not stated,,WATERTOWN,,,,,,,MA,02472,,{8AD0EFAA-C750-7505-7AE0-03FAA16683D2},WATERTOWN,UNINC_COMM,-71.179520630999946,42.378628673000037,19TCG2056794117,,Site,-71.17952063099995 42.37862867300004,,,,,Numbered Thoroughfare Address,,,,4/17/2020 0:00:00,,,RESIDENTIAL,,MASSGIS Massachusetts,{8AD0EFAA-C750-7505-7AE0-03FAA16683D2}
14219222,,146,,146,,,,,Ems W25,Lane,,,Ems W25 Lane,,,,,,,,,Kosciusko,Unincorporated,NORTH WEBSTER,,,,,,,,,IN,46555,,{4B871815-25E7-4277-8185-0784E01B32DC},Kosciusko County,,-85.675150065999958,41.320095171000048,16TFL1088275138,,Unknown,-85.67515006599996 41.32009517100005,,,,430814100209000023,Numbered Thoroughfare Address,,,,4/23/2025 0:00:00,,,RESIDENTIAL 1 FAMILY ON A PLATTED LOT,,Indiana Geographic Information Council,urn:emergency:uid:gis:SSAP:23144:kosciusko.in.us
14700491,,4821,,4821,,,,,Pine,Ridge,,,Pine Ridge,,,,,,,,,Bartholomew,Unincorporated,COLUMBUS,,,,,,,,,IN,47201,,{BF2F46A2-1ABB-4F84-9DD5-E75DB7BCB4A7},Bartholomew County,,-85.975548790999937,39.196622646000037,16SEJ8846339096,,Unknown,-85.97554879099994 39.19662264600004,,,,039528000001000005,Numbered Thoroughfare Address,,,,4/23/2025 0:00:00,,,COMMERCIAL 40  PLUS FAMILY APARTMENTS,,Indiana Geographic Information Council,urn:emergency:uid:gis:SSAP:0028948:bartholomew.in.
18088167,,89,,89,,,,,RAIDER HOLLOW,Lane,,,RAIDER HOLLOW Lane,,,,,,,,,Hart,UNINCORPORATED,Not stated,,MUNFORDVILLE,,,,,,,KY,,,{B8C9097F-47EA-48CC-BE52-4A2CCDFAAE8C},kentuckystatepolice.org,,-85.958299633890718,37.336182947377736,16SEG9227832676,,Unknown,-85.95829963389072 37.336182947377736,,,,,Numbered Thoroughfare Address,,,,6/13/2022 11:33:40,,,Unknown,,State of Kentucky,050_SSAP_001952
63841274,,271,,271,,,,,Brownsburg,Road,,,Brownsburg Road,,,,,,,,,Rockbridge,Rockbridge County,Rockbridge Baths,,,,,,,,,VA,24473,,{E3F24ED5-D397-4360-B01C-015F93E815FC},Rockbridge County,,-79.353312344056903,37.760026485475699,17SPB4504980466,,Structure - Rooftop,-79.3533123440569 37.7600264854757,,,,,Numbered Thoroughfare Address,,9/22/2023 0:00:00,,9/22/2023 0:00:00,,,Unknown,,Virginia Geographic Information Network,782030
87985048,,16055,,16055,,East,,,RANCHETTE,Road,,,East RANCHETTE Road,,,,,,,,,Rogers,UNINCORPORATED,INOLA,,,,,,,,,OK,74036,,{203D8C7F-A0BF-4ADA-881F-D9F0EF901159},cog.incog.ok.gov,psap.5722.ok.gov,-95.546828412999957,36.172048106000034,15STA7093606037,,Structure - Rooftop,-95.54682841299996 36.172048106000034,,,,,Numbered Thoroughfare Address,,,,5/7/2024 11:57:23,,,Unknown,,State of Oklahoma,{203d8c7f-a0bf-4ada-881f-d9f0ef901159}
22650358,,78,,78,,South,,,BAYFIELD,Road,,,South BAYFIELD Road,,,,,,,,,Norfolk,QUINCY,Not stated,,QUINCY,,,,,,,MA,02171,,{8AD0EFB3-F766-7665-7AE0-03FAA16683D2},QUINCY,UNINC_COMM,-71.020410573999982,42.281258660000049,19TCG3340982981,,Site,-71.02041057399998 42.28125866000005,,,,,Numbered Thoroughfare Address,,,,3/19/2014 0:00:00,,,RESIDENTIAL,,MASSGIS Massachusetts,{8AD0EFB3-F766-7665-7AE0-03FAA16683D2}
35493803,,354,,354,,,,,Georges,Road,,,Georges Road,,,,,,,,,Middlesex,"Middlesex, South Brunswick Township",Dayton,,,,,,,,,NJ,08810,1425,{CEE04AD5-8CA0-4D41-8ED5-23DBD76C82E7},NJ Office of GIS,,-74.511532852333801,40.375577538777399,18TWK4146669558,,Structure - Rooftop,-74.5115328523338 40.3755775387774,,,,359bea27-c85c-413f-9c03-022488e47915,Numbered Thoroughfare Address,,,,1/15/2022 22:11:53,,,Residence,,State of New Jersey,ef8e9346-9b50-42ef-8545-21aaacfda8bb
87571891,,1819,,1819,,,,,COUNTY ROAD 359,,,,COUNTY ROAD 359,,,,,,,,,Delaware,UNINCORPORATED,EUCHA,,,,,,,,,OK,74342,,{71AB12DC-A459-4391-883F-9F851AE5E06A},psap.5628.ok.gov,psap.5628.ok.gov,-94.973735704999967,36.497405087000061,15SUA2322540931,,Unknown,-94.97373570499997 36.49740508700006,,,,,Numbered Thoroughfare Address,,9/1/2008 19:00:00,12/29/1899 18:00:00,9/1/2008 19:00:00,,,Unknown,,State of Oklahoma,{71ab12dc-a459-4391-883f-9f851ae5e06a}
80469115,,22499,,22499,,,Highway,,22,,East,,Highway 22 East,,,,,,,,,Tallapoosa,Daviston,Daviston,,,,,,,,,AL,36256,,{FB2F7015-AB1B-4377-9BF6-0FC6224586FF},,,-85.647538649863293,33.052131238265574,16SFB2627157879,,Unknown,-85.6475386498633 33.052131238265574,,,,,Numbered Thoroughfare Address,,,,8/17/2021 0:00:00,,,Unknown,,Alabama 911 Board,{FB2F7015-AB1B-4377-9BF6-0FC6224586FF}
2032112,,8692,,8692,,North,,,Ironwood,Drive,,,North Ironwood Drive,,,,,,,,,Mohave,Unincorporated,Kingman,,Kingman,,,,,,,AZ,86401,,{4578CE03-1FC3-4F64-941F-262B0CFC5DB6},mohave911.az.gov,,-113.859874711999964,35.379702297000051,12STE4020718907,,Unknown,-113.85987471199996 35.37970229700005,,,,,Numbered Thoroughfare Address,,,,3/5/2020 9:49:46,,,Unknown,,State of Arizona,SITE92669@mohave911.az.gov
24668599,,9814,,9814,,,,,Connecticut,Avenue,,,Connecticut Avenue,,,,,,,,,Montgomery,Unincorporated,Kensington,,,,,,,,,MD,20895,,{6F9AD93C-7DF1-4870-BD48-A268AB68ED3F},,,-77.078781138464080,39.016980113636457,18SUJ2002920716,,Unknown,-77.07878113846408 39.01698011363646,,,,,Numbered Thoroughfare Address,,,,2/14/2024 0:00:00,,,Unknown,,Maryland Department of Information Technology,870307
38505029,,171,,171,,,,,INCA,Street,,,INCA Street,,,,,,,,,Doña Ana,Unincorporated,,Rincon CDP,RINCON,,,,,,,NM,87940,,{5765DB33-D399-4D8A-A048-3B4967C748F9},Dona Ana County,,-107.070650348568563,32.671144846338464,13SCS0583616725,,Unknown,-107.07065034856856 32.671144846338464,,,,,Numbered Thoroughfare Address,,8/4/2023 0:00:00,,8/17/2023 0:00:00,N,,Unknown,,University of New Mexico EDAC,{5765db33-d399-4d8a-a048-3b4967c748f9}
62594492,,345,,345,,Northeast,,,170TH,Street,,,Northeast 170TH Street,,,,,,,,,King,SHORELINE,Not stated,,,,,,,,,WA,98155,,{9AF7DA60-BAB0-47D0-A057-FF98BC332A37},kingcounty.gov,,-122.326184036999962,47.751694431000033,10TET5050488922,0,Unknown,-122.32618403699996 47.75169443100003 0,,,,,Numbered Thoroughfare Address,,,,5/14/2024 14:42:08,,,Single Family,,State of Washington,urn:emergency:uid:gis:SSAP:304898:kingcounty.gov
1070823,,914,,914,,West,,,Keating,Avenue,,,West Keating Avenue,,,,,,,,,Maricopa,Mesa,Not stated,,,,,,,,,AZ,85210,,{64998FC5-E023-46C1-A6E1-3A0DE5281505},MARICOPA911.AZ.GOV,,-111.853592818999971,33.366389323000078,12SVB2059092231,,Unknown,-111.85359281899997 33.36638932300008,,,,,Numbered Thoroughfare Address,,,,2/12/2022 14:25:38,,,Unknown,,State of Arizona,AP1084926@MARICOPA911.AZ.GOV
4566872,,32,,32,,,,,HIGHLANDS,Lane,,,HIGHLANDS Lane,,,UNIT 209,,,,UNIT 209,,Eagle,BEAVER CREEK,Not stated,,,,,,,,,CO,81620,,{37B14C4E-63F4-410F-9277-E1FF6BF9D150},,,-106.513762678250998,39.604229639612200,13SCD7003984926,,Unknown,-106.513762678251 39.6042296396122,,,,,Numbered Thoroughfare Address,,,,6/1/2022 0:00:00,,,Unknown,,Colorado OIT GIS,1211664
1343082,,9411,,9411,,East,,,Jenan,Drive,,,East Jenan Drive,,,,,,,,,Maricopa,Scottsdale,Not stated,,,,,,,,,AZ,85260,,{4D36629B-DCC3-4E8C-9953-01497DB12C3A},MARICOPA911.AZ.GOV,,-111.879778168999962,33.593890361000035,12SVC1836817475,,Unknown,-111.87977816899996 33.593890361000035,,,,,Numbered Thoroughfare Address,,,,2/12/2022 14:09:00,,,Unknown,,State of Arizona,AP747329@MARICOPA911.AZ.GOV
28178359,,501,,501,,West,,,7TH,Street,,,West 7TH Street,,,,,,,,,Beaufort,WASHINGTON,WASHINGTON,,,,,,,,,NC,27889,,{A597C896-F585-495C-8793-7D0FFF0A25D0},,,-77.056810405594121,35.551058123140457,18SUE1356636102,,Unknown,-77.05681040559412 35.55105812314046,,,,,Numbered Thoroughfare Address,,,,12/16/2024 2:03:33,,,Unknown,,State of North Carolina,SSAP_219381@buftnccc1.beaufort.nc.us
58275270,,4455,,4455,,South,,,IRONWOOD,Drive,,,South IRONWOOD Drive,,,,,,,,,Washington,ST GEORGE CITY,SAINT GEORGE,,,,,,,,,UT,84790,,{8E5CF7BE-35A9-4060-BEE0-81D8A4DEE7AD},WASHINGTON COUNTY,ST GEORGE,-113.618193348439590,37.031978484987121,12STG6711801625,,Unknown,-113.61819334843959 37.03197848498712,,,,SG-SUR-1-1B-44,Numbered Thoroughfare Address,,,,2/18/2025 0:00:00,,,Residential,,Utah Geospatial Resource Center (UGRC),ST GEORGE | 4455 S IRONWOOD DR
40945503,,3302,,3302,,,,,Hyde Park,Boulevard,,,Hyde Park Boulevard,,,,,,,,,Niagara,Niagara Falls,Niagara Falls,,,,,,,,,NY,14305,,{0684A486-B9BB-4909-A0CB-8FA22B747485},911 Addressing Authority,,-79.034474932999956,43.117654810000033,17TPH5990275755,,Structure - Rooftop,-79.03447493299996 43.11765481000003,,,,,Numbered Thoroughfare Address,Active,,,4/22/2025 0:00:00,,,Unknown,,New York State Geospatial Services,NIAG055959
45729931,,272,,272,,,,,Benton Hollow,Road,,,Benton Hollow Road,,,,,,,,,Sullivan,Neversink,Woodbourne,,,,,,,,,NY,12788,,{818750A5-821F-45BA-8104-B779926040F3},911 Addressing Authority,,-74.596481391999987,41.838999658000034,18TWM3350231979,,Structure - Rooftop,-74.59648139199999 41.838999658000034,,,,,Numbered Thoroughfare Address,Active,,,8/28/2019 13:48:49,,,Unknown,,New York State Geospatial Services,SULL021067
61525060,,13310,,13310,,East,,,Mission,Avenue,,,East Mission Avenue,,,10-117,,,,10-117,,Spokane,Spokane Valley,Spokane Valley,,,,,,,,,WA,99216,,{3D801D55-1376-454B-9257-6AC23F85C381},SREC911.org,,-117.225754503999951,47.669481677000078,11TMN8305279590,,Unknown,-117.22575450399995 47.66948167700008,,,,,Numbered Thoroughfare Address,,,,9/29/2022 16:27:07,,,"Unit, Condo, Office or Suite",,State of Washington,urn:emergency:uid:gis:SSAP:78367:@SREC911.org
6310576,,528,,528,,,,,Lambert,Road,,,Lambert Road,,,,,,,,,New Haven,Orange,Not stated,Orange CDP,ORANGE,,,,,,,CT,06477,,{51ED7398-ABBC-45F1-A38C-86C5CE34AA99},State of Connecticut Department of Emergency Services and Public Protection,,-73.017442806999597,41.277398278913800,18TXL6603971447,,Structure - Rooftop,-73.0174428069996 41.2773982789138,,,,,Numbered Thoroughfare Address,,,,3/4/2022 0:00:00,,,Unknown,,State of Connecticut,794011
86123035,,662,,662,,,,,Stanbridge,Street,,,Stanbridge Street,,,,,,,,,Montgomery,Norristown Borough,Norristown,,,,,,,,,PA,19401,,{5ED0BFDE-BB8B-4EF4-8CED-8AB5D1CA6A2B},montgomery.state.pa.us,,-75.351486545049042,40.123667079213376,18TVK7005141542,0,Parcel - Other,-75.35148654504904 40.12366707921338 0,,,Norristown Borough,130034740005,Numbered Thoroughfare Address,,,,12/18/2023 22:47:43,4,,Unknown,,Montgomery County Pennsylvania,SSAP678391@montgomery.state.pa.us
82999939,,10165,,10165,,,,,Yorktown,Lane,North,,Yorktown Lane North,,,,,,,,,Hennepin,Unincorporated,Not stated,,,,,,,,,MN,55369,,{F58FADB7-1134-42CA-BC19-E4A819F85051},Hennepin,,-93.421564849244220,45.139032312812446,15TVK6685498481,,Unknown,-93.42156484924422 45.139032312812446,,,,,Numbered Thoroughfare Address,Active,1/1/1900 0:00:00,1/1/1900 0:00:00,3/27/2023 0:00:00,,,Unknown,,Geospatial Information Office Minnesota,F58FADB7-1134-42CA-BC19-E4A819F85051
51069821,,657,,657,,,,,KATHRYN,Drive,,,KATHRYN Drive,,,,,,,,,Clinton,WILMINGTON,WILMINGTON,,WILMINGTON,,,,,,Village,OH,45177,,{9D15F272-15D3-46E3-A88A-6158E8C9212F},0,,-83.820759199466636,39.453601621365799,17SKD5729370913,,Unknown,-83.82075919946664 39.4536016213658,,,,,Numbered Thoroughfare Address,,,,4/27/2012 0:00:00,,,House,,State of Ohio,{9d15f272-15d3-46e3-a88a-6158e8c9212f}
43522247,,294,,294,,West,,,19th,Street,,,West 19th Street,,,,,,,,,Suffolk,Babylon,Deer Park,Deer Park CDP,Deer Park,,,,,,,NY,11729,,{7E57C546-464C-4B7E-BEEF-9822F750DE02},911 Addressing Authority,,-73.341952721999974,40.746650847000069,18TXL3997911955,,Structure - Rooftop,-73.34195272199997 40.74665084700007,,,,,Numbered Thoroughfare Address,Active,,,4/22/2025 0:00:00,,,Unknown,,New York State Geospatial Services,SUFF135129
79935995,,393,,393,,,County Road,,5523,,,,County Road 5523,,,,,,,,,Pike,Unincorporated,TROY,,,,,,,,,AL,36081,,{56143EC4-81A6-4F72-96E3-E56CBAFDB763},,,-85.839262893730293,31.760705847870380,16RFA0992414498,,Unknown,-85.8392628937303 31.76070584787038,,,,,Numbered Thoroughfare Address,,,,7/26/2024 0:00:00,,,Unknown,,Alabama 911 Board,{56143EC4-81A6-4F72-96E3-E56CBAFDB763}
2218636,,10970,,10970,,East,,,Lady Bug,Place,,,East Lady Bug Place,,,,,,,,,Yavapai,Unincorporated,Prescott Valley,,Yavapai,,,,,,,AZ,86315,,{93068869-6FBA-4195-802E-EC295514C6E3},yavapai911.az.gov,,-112.272261895999975,34.710302605000038,12SUD8349241654,,Unknown,-112.27226189599997 34.71030260500004,,,,,Numbered Thoroughfare Address,,3/25/2024 4:43:54,,4/26/2018 0:00:00,,,Unknown,,State of Arizona,YC77151@yavapai911.az.gov
87864962,,196245,,196245,,North,,,4210,Road,,,North 4210 Road,,,,,,,,,Pushmataha,UNINCORPORATED,ANTLERS,,,,,,,,,OK,74523,,{501B6E40-377C-4E17-BC6F-1FB0D6377AEB},ven.sdr.ok.gov,psap.5720.ok.gov,-95.536224293999965,34.167436602000066,15STT6621783628,,Unknown,-95.53622429399996 34.167436602000066,,,,,Numbered Thoroughfare Address,,1/22/2013 6:31:54,,9/21/2021 4:52:10,,,Unknown,,State of Oklahoma,{501b6e40-377c-4e17-bc6f-1fb0d6377aeb}
45803489,,1868,,1868,,,State Route,,220,,,,State Route 220,,,,,,,,,Chenango,McDonough,McDonough,,,,,,,,,NY,13801,,{3D6C6C52-317D-4B3E-B9C6-DCF3BB191AC3},911 Addressing Authority,,-75.749505273999944,42.494306039000037,18TVN3841004932,,Structure - Rooftop,-75.74950527399994 42.49430603900004,,,,,Numbered Thoroughfare Address,Active,,,4/6/2020 13:00:31,,,Unknown,,New York State Geospatial Services,CHEN025834
58769829,,2307,,2307,,,,,Wheeler,Avenue,,,Wheeler Avenue,,,Apt 190,,,,Apt 190,,Crittenden,West Memphis,West Memphis,,,West Memphis,,,,,,AR,72301,4856,{F8D75F3F-7E9E-4E6D-81C0-DA5C4FA25D3C},035,,-90.156678906120334,35.155798071140005,15SYU5900194022,,Unknown,-90.15667890612033 35.155798071140005,,,,,Numbered Thoroughfare Address,,,,2/21/2024 0:00:00,,,Unknown,,Arkansas Geographic Information Office,
31408257,,365,,365,,North,,,NEW HOPE,Road,,,North NEW HOPE Road,,,5,,,,5,,Gaston,GASTONIA,GASTONIA,,,,,,,,,NC,28054,,{77DA80E1-779D-4C3C-B472-93373FBE7108},,,-81.150271649007877,35.267586630838238,17SMV8633202728,,Unknown,-81.15027164900788 35.26758663083824,,,,,Numbered Thoroughfare Address,,,,5/17/2012 16:43:16,,,Unknown,,State of North Carolina,urn:emergency:uid:gis:SSAP:83676:gaston.nc.us
32927745,,45,,45,,,,,CRESTVIEW,Street,,,CRESTVIEW Street,,,,,,,,,Haywood,CANTON,CANTON,,,,,,,,,NC,28716,,{4173D751-B635-4068-9031-47DCECB6EF83},,,-82.837649554561750,35.521490860787864,17SLV3337232429,,Unknown,-82.83764955456175 35.521490860787864,,,,,Numbered Thoroughfare Address,,,,6/3/2020 0:00:00,,,Unknown,,State of North Carolina,SSAP_33637@hywdncen1.haywood.nc.us
43154627,,279,,279,,,,,Lakeland,Avenue,,,Lakeland Avenue,,,,,,,,,Suffolk,Islip,Sayville,Sayville CDP,Sayville,,,,,,,NY,11782,,{9EB4FEFB-4325-42B2-BB30-FD2935B71642},911 Addressing Authority,,-73.090394215999936,40.749389678000057,18TXL6121212691,,Structure - Rooftop,-73.09039421599994 40.74938967800006,,,,,Numbered Thoroughfare Address,Active,,,4/22/2025 0:00:00,,,Unknown,,New York State Geospatial Services,SUFF150652
57718384,,180,,180,,East,,,ROLLING HILLS,Drive,,,East ROLLING HILLS Drive,,,,,,,,,Davis,CENTERVILLE,CENTERVILLE,,,,,,,,,UT,84014,,{8C48C38A-178B-4A6D-BC78-7E67E21F5E66},DAVIS COUNTY,CENTERVILLE,-111.876169377452158,40.948527101105164,12TVL2625533412,,Unknown,-111.87616937745216 40.948527101105164,,,,071340029,Numbered Thoroughfare Address,,,,2/19/2025 0:00:00,,,Residential,,Utah Geospatial Resource Center (UGRC),CENTERVILLE | 180 E ROLLING HILLS DR
73258534,,102,,102,,,,,ELGIN,Avenue,,,ELGIN Avenue,,,,,,,,,Hockley,Unincorporated,Not stated,,,,,,,,,TX,,,{EF8D323F-6EC5-41D5-8AD5-4538534FF884},CSEC,,-102.355906201999971,33.586328551000065,13SGT4538719424,,Unknown,-102.35590620199997 33.586328551000065,,,,,Numbered Thoroughfare Address,,,,12/12/2023 0:00:00,,,Unknown,,State of Texas,{ef8d323f-6ec5-41d5-8ad5-4538534ff884}
56392764,,801,,801,,,,,ROHR,Road,,,ROHR Road,,,,,,,,,Preston,Unincorporated,MASONTOWN,,,,,,,,,WV,26542,,{733D1EC9-BC31-413C-8FDC-47CA939AC46D},"Preston, West Virginia  Emergency Management Division Gis Unit",West Virginia Statewide Addressing & Mapping System,-79.805244590000001,39.572126660000002,17SPD0261980950,,Unknown,-79.80524459 39.57212666,,,,,Numbered Thoroughfare Address,Active,,,2/2/2022 0:00:00,,,Unknown,,PRESTON West Virginia Emergency Management Division GIS Unit,SID54077-4141
5372063,,8026,,8026,,,,,Ryan Gulch,Road,,,Ryan Gulch Road,,,UNIT C-8,,,,UNIT C-8,,Summit,Unincorporated Summit County,Not stated,,,,,,,,,CO,80498,,{EC41F820-478A-4E6E-A5A0-E056FF30D429},,,-106.088316155130002,39.619249686959300,13SDD0658686064,,,-106.08831615513 39.6192496869593,,,,,Numbered Thoroughfare Address,,,,5/1/2022 0:00:00,,,Unknown,,Colorado OIT GIS,2016855
35502920,,289,,289,,,,,Main,Street,,,Main Street,,,UNIT 9K,,,,UNIT 9K,,Middlesex,"Middlesex, Spotswood Borough",Spotswood,,,,,,,,,NJ,08884,2323,{F449921B-5F21-4727-84ED-98D03FC88900},NJ Office of GIS,,-74.381139555935903,40.396654470941300,18TWK5251871967,,Structure - Rooftop,-74.3811395559359 40.3966544709413,,,,66a267b0-3874-4192-9784-8ab7681dbf84,Numbered Thoroughfare Address,,,,1/15/2022 22:35:40,,,Residence,,State of New Jersey,4913e713-4a57-49bc-a115-8377bedb2d3b
30648518,,500,,500,,,,,JUSTICE HEIGHTS,Street,,,JUSTICE HEIGHTS Street,,,,,,,,,Wake,APEX,APEX,,,,,,,,,NC,27502,,{12900458-12DC-46AD-B584-54976FB33F4F},,,-78.861421455077917,35.726699438297096,17SPV9342255744,,Unknown,-78.86142145507792 35.726699438297096,,,,,Numbered Thoroughfare Address,,,,1/31/2022 0:00:00,,,Unknown,,State of North Carolina,urn:emergency:uid:gis:SSAP:{5324985}:wake.nc.us
37340832,,2,G,2 G,,,,,Foxwood,Drive,,,Foxwood Drive,,,,,,,,,Morris,"Morris, Morris Plains Borough",Morris Plains,,,,,,,,,NJ,07950,2619,{4E20382A-13B0-43DF-A50A-81C5F53A51C1},Morris County,,-74.476245044440603,40.849386203340401,18TWL4414822169,,Unknown,-74.4762450444406 40.8493862033404,,,,6e49b441-6aed-4b75-ab2e-15c8d1001b0b,Numbered Thoroughfare Address,,,,1/14/2022 13:03:27,,,Residence,,State of New Jersey,ed252b33-eabc-4c17-856b-8ee067f53af7
71485108,,907,,907,,East,,,CHERRY,Street,,,East CHERRY Street,,,,,,,,,Grayson,Unincorporated,Not stated,,,,,,,,,TX,75090,,{E64A6871-88CC-43BA-B34F-00034D34A444},CSEC,,-96.597966090999989,33.636201611000047,14SQC2278924407,,Unknown,-96.59796609099999 33.63620161100005,,,,,Numbered Thoroughfare Address,,,,11/30/2017 0:00:00,,,Unknown,,State of Texas,{e64a6871-88cc-43ba-b34f-00034d34a444}
79667524,,634,,634,,,,,Waterford,Way,,,Waterford Way,,,,,,,,,Calhoun,UNINCORPORATED,Not stated,,JACKSONVILLE,,,,,,,AL,,,{C84F281A-F8A9-4480-A473-0BA8B932645C},,,-85.796198044386870,33.784090427297940,16SFC1145238867,,Unknown,-85.79619804438687 33.78409042729794,,,,,Numbered Thoroughfare Address,,,,9/20/2024 0:00:00,,,Unknown,,Alabama 911 Board,{C84F281A-F8A9-4480-A473-0BA8B932645C}
82609798,,11984,,11984,,,,,285th,Street,,,285th Street,,,,,,,,,Chisago,Unincorporated,Not stated,,,,,,,,,MN,55045,,{E76D518B-9191-4D11-8B11-B38979321C97},Chisago,,-92.863948556714448,45.363946101091365,15TWL1065423390,,Unknown,-92.86394855671445 45.363946101091365,,,,02.01807.11,Numbered Thoroughfare Address,,,,7/7/2005 0:00:00,,,Unknown,,Geospatial Information Office Minnesota,00663798-18975-11984
14941484,,1111,,1111,,,,,Clark,Street,,,Clark Street,,,,,,,,,Floyd,New Albany,NEW ALBANY,,,,,,,,,IN,47150,,{162EEFF5-CE2E-4B2C-9111-6E166E03035C},Floyd County,,-85.814437580999936,38.298986863000039,16SFH0366639653,,Unknown,-85.81443758099994 38.29898686300004,,,,220504200710000008,Numbered Thoroughfare Address,,,,4/23/2025 0:00:00,,,RESIDENTIAL 1 FAMILY ON A PLATTED LOT,,Indiana Geographic Information Council,urn:emergency:uid:gis:SSAP:0013227:floydcounty.in.
89568998,,3909,,3909,,,,,GALLERIA POINTE,Circle,,,GALLERIA POINTE Circle,,,,,,,,,York,ROCK HILL,ROCK HILL,,,,,,,,,SC,29730,3572,{99C79006-28CE-46C6-8442-161D8A358B98},YORK,,-80.972736821435916,34.946416160921039,17SNU0248967101,,Unknown,-80.97273682143592 34.94641616092104,,,,,Numbered Thoroughfare Address,,,,6/29/2012 18:10:57,,,APARTMENT,,York County South Carolina,urn:emergency:uid:gis:SSAP:32929:YORKCOUNTY.SC.US
